Nonoes#2327,Aria,PROTOSS,4226
GuNs#1175,llllllllllll,TERRAN,19170
Deruziel#1262,Deruziel,TERRAN,10683
Adonys#1998,AreZ,TERRAN,4564
Trumpet#1805,Trumpet,PROTOSS,10268
KamiKaze#1118,iFronzeN,TERRAN,7121
IlIlIlIlIlIl#11925,IlIlIlIlIlIl,ZERG,14653
MaximusBlack#1793,lIIIIIllllII,PROTOSS,13978
FeeFee#11483,Machination,TERRAN,534
PumpkinKing#1898,CoRviX,ZERG,12535
Bonjwa#2478,DOUBLETIME,ZERG,292
potofeliz#1913,elClitoriano,ZERG,720
Nerdling#1786,Nerdling,PROTOSS,939
Prokofiev#11757,Prokofiev,TERRAN,314
wizzle#2742,teamST,ZERG,4072
HiddenSquid#1122150,justanoob,ZERG,466
llllllllllll#12110,MuayFarang,ZERG,3514
레후#31552,Rehu,ZERG,370
Tirendus#2762,Tirendus,ZERG,2294
Siegfried#11760,Siegfried,TERRAN,3783
AznCrusader#1168,Supreme,TERRAN,6381
Buff#11607,Buff,TERRAN,3746
CodyDaGoat#1694,IllllllllllI,ZERG,333
Atom#12599,Atom,PROTOSS,177
pAssioN#11116,paRiah,ZERG,15263
NightRaven#17187,AwesomeAlex,TERRAN,5472
Impaler#1993,Ares,TERRAN,11161
IIIIIIIIIII#11229,IIIIIIIIIIII,TERRAN,119
YanXII#1430,McSteamy,TERRAN,295
Redeemed#11364,ÖrjanVilma,PROTOSS,10387
Democrito#1280,NightMaree,PROTOSS,128
Mermit#21957,Nuffy,ZERG,250
IIIIIIIIIIII#1435,ATALL,ZERG,778
Redeemed#11364,Determined,PROTOSS,619
Hypnos#1807,Buildsniper,PROTOSS,3913
xrus16#1943,IIIIIIIIIIII,TERRAN,98
mugthol#1219,Nectari,PROTOSS,7757
lemon#3339,SinJJangGu,TERRAN,768
TheSword#11665,llllllllllll,ZERG,3747
SourSpinach#1398,SourSpinach,PROTOSS,7621
siNder#11317,siNder,TERRAN,10720
Hitoshi#2674,llllllllll,PROTOSS,16191
JYan#21944,JYan,ZERG,3738
Star#31155,StarAtt,PROTOSS,354
nangdealer#1988,nangdealer,TERRAN,432
Commando2000#1321,HailStorm,TERRAN,6461
Vegan416#1733,AlexJones,TERRAN,699
NeozG#1226,Neo,PROTOSS,2620
Prøject#2331,Jeboisuncafé,TERRAN,118
KingCats#1960,GGnoRE,PROTOSS,1761
Orzo#1666,Orzo,PROTOSS,14123
SuperPants#1117619,Cure,PROTOSS,167
Karl#1117,SlapCheeks,TERRAN,9164
Hindergast#2817,Hello,ZERG,29
npddyrttsm#1430,Judicium,TERRAN,671
IlIlIlIlIlIl#11542,Moza,PROTOSS,671
MoonRise#1349,MoonRise,ZERG,1712
Dogegg#3551,dogegg,ZERG,2294
Htw#1978,Htw,ZERG,5853
gilmour#11715,Promathos,PROTOSS,434
BeetleBorg#11352,BeetleBorg,ZERG,336
GNO#21687,GARIMTO,PROTOSS,1071
barcode#21607,rEdJoHn,ZERG,112
이시스#3648,lIlIlIlIlIlI,TERRAN,1023
Final#21574,llllllllllll,PROTOSS,124
Indominus#21869,quaZa,ZERG,247
CaESar#31238,lIlllIIIlIII,TERRAN,49
UNIVERSAL#21463,UNIVERSAL,PROTOSS,323
Pintas#2357,awesomeTuGa,PROTOSS,6738
collossal#1204,collossal,ZERG,4676
Skyrat#1141,Skyrat,PROTOSS,4680
Kalin#22151,Kalin,PROTOSS,685
HomoDeus#2637,HomoDeus,PROTOSS,377
RoMeO#1548,Romeo,TERRAN,21204
Birdfood#1738,iBirdfood,TERRAN,3039
TrueMétis#1285,Napalm,ZERG,654
Vanesco#11227,Vanesco,ZERG,574
Wally#11566,Wally,TERRAN,3565
teemo123#11235,DuckloadRa,PROTOSS,1144
Thheo#2147,Thheo,PROTOSS,342
Beast#1102,TheKlobb,TERRAN,9959
PsYcHiCmOn#6867,FTwoAMove,TERRAN,5189
LittleOgre#11673,MyLiTtLePwNy,ZERG,26860
imCed#1844,imCed,TERRAN,10874
Spartacus#6160,Spartacus,TERRAN,3927
DVA#31998,lllllllll,TERRAN,617
Laura#1481,KsSiTuaTioN,TERRAN,10760
LordIrish#1761,IrishLad,PROTOSS,5479
Betacake#1337,SouBronze,TERRAN,100
Ponder#11898,Zeak,ZERG,7494
奪命小喵#43296,lIlIlIIIIlIl,PROTOSS,1444
Crypsis#1605,Crypsis,ZERG,3412
FakeSlayers#1913,bunNy,TERRAN,231
SunWalker#1696,SunWalker,ZERG,2867
lategame#1899,lategame,ZERG,14192
TanCy#31336,City,PROTOSS,259
mike#15102,taedaj,TERRAN,11024
하마터면#3986,HHH,TERRAN,1223
Final#21574,MonstaEnergy,TERRAN,1064
matojo#2399,marineIMBA,TERRAN,4334
bonachon#1970,Bonachon,TERRAN,17632
Ospak#1490,CurrentFlow,ZERG,16907
BoO#1108,BoO,ZERG,22194
Sietesoles#1557,Sietesoles,TERRAN,8964
zumpy#1539,zumpy,PROTOSS,5250
Temp0#1132,TempO,ZERG,15472
NoBwayno#1304,NoBwayno,ZERG,28604
Undertow#1257,GreeneChron,TERRAN,19921
deribou#1937,deribou,TERRAN,2418
CD39#1314,IlIlIIIllII,TERRAN,681
GrapeGroper#1158,WTCrossover,ZERG,5575
tSunami#1895,tSunami,PROTOSS,7211
CuBaNo#1427,CuBaNo,PROTOSS,6775
FraGo#1777,FraGo,TERRAN,4438
Nolja#1450,Black,ZERG,6453
nvk#1339,nvk,ZERG,2911
Fatal1mpulse#11464,Fatalmpulse,TERRAN,1897
Archile21#1647,Archile,ZERG,9027
TheOracle#11231,Morpheus,PROTOSS,2762
MiqueeNa#2780,MiqueeNa,ZERG,4047
kyno1#1931,Kyno,PROTOSS,5761
Macedon#11278,Macedon,ZERG,5568
KungFuSanta#1522,KungFuSanta,ZERG,3686
BattleOoze#166543,Amnesia,TERRAN,160
junnyy#1131,junnyy,TERRAN,7081
Apogee#1459,Apogee,TERRAN,10212
MrRageQuit#2547,Ballsack,TERRAN,81
Hollowman#1466,hollowman,TERRAN,13972
KAOS#12660,kaosfate,TERRAN,2244
Phrawz#1627,Phrawz,PROTOSS,12317
Isaac#1365,isaac,ZERG,12373
ArKa#21753,Lucas,ZERG,29
ClearGloom#1954,IIIIIIIIIIII,PROTOSS,204
InZo#1958,InZo,PROTOSS,4499
Veux#11409,Veux,ZERG,3487
uTriple#1257,vTriple,TERRAN,8119
Poison#1404,Poison,TERRAN,4029
Dust#12339,Dust,TERRAN,1326
BlackTea#11503,Egoist,TERRAN,2200
Stitches#1712,Stitches,PROTOSS,6677
Lexor#1101,LEXOR,ZERG,8666
Kiaora#1315,Kingofblades,ZERG,6645
Demmathine#1247,Demmathine,PROTOSS,3258
KiLLM3#1621,Killz,ZERG,1767
Kevin#1647,Kevin,ZERG,16696
SparK613#1364,PapaSparK,TERRAN,2716
Jrim#1862,WashRim,TERRAN,761
Flash#1531,IIIlllIII,TERRAN,16585
Friskyqt#1468,Friskyqt,TERRAN,553
Lactoid#1508,Lactoid,ZERG,5607
feardragon#1928,feardragon,PROTOSS,579
Lamborghini#1263,Lamborghini,PROTOSS,12966
ShadowedRadi#1309,ShadowedRadi,ZERG,5561
Caboose#1757,ReVolt,ZERG,5581
KiwiTaco#11287,KiwiTaco,ZERG,9523
Silent#1994,Silent,PROTOSS,5332
fullheart2#1542,fullheart,ZERG,4475
RAWD#2965,MileyCyrus,TERRAN,4199
xLorDaggoth#1191,IMDaggoth,ZERG,545
Reignandpals#1172,Reignandpals,PROTOSS,2404
BushiDo#2908,BushiDô,PROTOSS,456
Majin#1431,Majin,ZERG,1535
Seanzszs#1156,seanzszs,TERRAN,3343
Flexxi#11713,Flexxii,ZERG,402
NoBlood#11159,IIIIIIIIIIII,ZERG,260
SabrinaGirl#1771,SabrinaGirl,TERRAN,1536
Morokweng#1272,Morokweng,ZERG,408
Erikman#1643,Erikman,PROTOSS,853
llllllllllll#12623,HuShang,PROTOSS,6102
kirby#1322,kirby,PROTOSS,27595
RuyGuy#1376,RuyGuy,ZERG,3127
xLorDaggoth#1191,IMDaggoth,ZERG,545
lolretrorat#1274,MaxNormal,ZERG,5682
Eldinarcus#1467,Eldinarcus,PROTOSS,3961
TAPAKAN#1530,BigJulz,TERRAN,11877
Shrapnel8#1219,Shrapnel,TERRAN,13641
DrunkTaco#6149,LingLing,ZERG,2342
phantom#3951,SHINeePrinCe,PROTOSS,2971
TheGodofSped#1391,Elingeniero,PROTOSS,2463
CCJOHNSON#1922,CCJ,TERRAN,9020
thinRedLines#1163,youWilldieEz,ZERG,4573
VapouR#1625,VapouR,ZERG,4247
FacebookDGAF#1149,BlueStahli,ZERG,4836
Dragondude#1694,Arthas,ZERG,202
ImpKing#1585,microFAST,RANDOM,6793
QQQ#1871,Bob,ZERG,1988
Witcher#12435,BulletMagnet,PROTOSS,4806
BerserK#1135,BerserK,TERRAN,19526
RockyCore2#1950,Pulsar,TERRAN,469
Jagriff#1959,Jagriff,TERRAN,7641
Cranmaru#1355,Tirion,PROTOSS,1413
KagaTuya#1128,KaganTuya,TERRAN,968
SirGoo#1732,Goo,TERRAN,4078
zalem95#1437,IIIllllIIIll,TERRAN,11904
kbg#3125,rhyme,TERRAN,227
WarGon#11368,IIIIIIIIIIII,ZERG,83
ZPElite#2842,ZPE,PROTOSS,3682
Toosmall#11323,Toosmall,PROTOSS,242
llinvadersll#1575,ALLMIGHTPUSH,ZERG,738
LeDomInAtOr#11924,IWILLEATYOU,TERRAN,244
rynbrn90#1179,ZaToX,TERRAN,597
mcse#1834,mcse,ZERG,24957
Hatorade#1422,Hatorade,TERRAN,14202
Ironman#12830,IIIIIIIIIIII,PROTOSS,9053
BouncyBear#145372,unRefiNed,ZERG,5657
alchemist#1889,Alchemist,ZERG,10549
Nastro#11491,Nastro,ZERG,7225
Windblaster#1161,Mugzy,ZERG,7085
Hana#11832,Ookami,TERRAN,3368
TVbathtubatx#1733,Bathtub,RANDOM,19111
wlstn11#1382,llllllllllll,TERRAN,7250
PresTTigio#1540,PresTTigio,ZERG,2665
coldcloud#1166,coldcloud,ZERG,6376
Naejra#1516,hurrrr,PROTOSS,547
Bigbuddh#1947,Chefsal,ZERG,6201
robinhoods33#1552,robinhoods,TERRAN,445
Cheddar#22436,NerfNydus,ZERG,153
LuckyPants#179753,kashmir,ZERG,738
MiRaGe#2828,MiRaGe,TERRAN,3272
Joncarlos#1599,jjjjjjjjjjj,PROTOSS,173
llllllllllll#12414,llllllllllll,PROTOSS,157
MagicPT#2280,MagicPT,PROTOSS,136
이관주2#3434,Marko,PROTOSS,770
MakerLee#3475,MakerLee,TERRAN,537
StoicWilly#3590,StoicWilly,TERRAN,2582
Gannicus#21221,Taeyeon,ZERG,238
MogarFNSMASH#11259,Mogar,TERRAN,240
Nathanias#1613,Nathanias,TERRAN,18574
WyScion#1451,WyScion,ZERG,7858
VirusVenok#2645,IIIIIIIIIIII,TERRAN,805
SilentStorm#216808,Radagast,TERRAN,680
firegoby#3249,Firegoby,PROTOSS,170
Fenix#1364,SAFenix,PROTOSS,5151
monk#1838,monk,ZERG,8281
HalfLegend#2316,IIIIIIIIIIII,TERRAN,126
Avilo#21824,Avilo,PROTOSS,173
guynthechat#1443,AyoGG,ZERG,294
Cry#11736,Zoidberg,PROTOSS,92
Nox#12796,Nox,TERRAN,13953
Ziltoid#11268,ZiLTOiD,TERRAN,304
Dark#1205,Axios,TERRAN,36
steve#16878,intalex,ZERG,160
PopRush#3227,Popppp,TERRAN,2158
MiddleNight#2797,Prøject,TERRAN,946
Azku#1950,Tiki,PROTOSS,70
guynthechat#1443,AyoGG,ZERG,294
겸손하자#31611,AsraN,TERRAN,271
Autumn#1195,Autumn,PROTOSS,6751
Ranish#11269,Ranish,PROTOSS,5036
Greenert11#1810,Greenert,TERRAN,6819
GrumpyPants#1100165,Familyguy,TERRAN,417
harrvest#1773,JAKETHESNAKE,PROTOSS,14887
SilentSword#131485,RandomBtoM,TERRAN,547
Hex#12849,Glazerface,TERRAN,984
Napoléon#21339,Chopin,PROTOSS,60
ORZ#11973,ORZ,TERRAN,265
Painkiller#1703,CaRiBoU,ZERG,18888
AeiS#1827,GLHF,PROTOSS,162
yoshino#2340,yoshino,TERRAN,132
FoxeR#11687,FoxeR,TERRAN,24012
LuIsBoR#2181,piskotilla,PROTOSS,103
SoK#11579,Megalodon,TERRAN,2522
jubejube#2499,JubJub,TERRAN,72
PSH#31356,MFive,PROTOSS,1283
JimmyBarbie#1454,Prometheus,ZERG,410
nLghosT#1463,nLghosT,ZERG,7797
OPMVPC#2509,OPMVPC,TERRAN,2004
instalockDPS#1484,DarK,ZERG,842
Days#1889,Days,ZERG,14285
Hawk#1719,vileHawk,ZERG,6289
Teros#2816,Teros,TERRAN,269
nero#1939,nero,ZERG,1037
Laurin#1556,hodenkobold,PROTOSS,786
pusheenEJ#1342,pusheenEJ,PROTOSS,736
大長今#4892,superNOVA,TERRAN,270
LessDuEt#11300,LessDuEt,TERRAN,9532
Ratimus#11102,SuperKing,ZERG,4357
BoneCrusher#1541,SpecTacuLaR,TERRAN,10078
Amira#2722,ILoveAnime,PROTOSS,479
Jezza#1864,Jezza,ZERG,9310
PuGGy#11393,PuGGy,ZERG,8542
Raku#21917,Raku,PROTOSS,746
Amaranth#21422,Amaranth,ZERG,670
FLuX#6438,FLuX,ZERG,963
NamJa#1754,TrashSCtwo,TERRAN,108
MISTIC#11472,Clown,PROTOSS,305
Ceron#1937,Ceron,PROTOSS,3412
Hero#15371,FXO,TERRAN,3787
MiXeR#1225,hakunamatata,ZERG,1369
Morganedu38#2621,IIIIIIIIIIII,TERRAN,258
Elina#22483,DaEMoN,ZERG,52
Shadowbites#1291,Teia,ZERG,150
MISTIC#11472,Clown,PROTOSS,305
lllllll#11486,lllllll,PROTOSS,8510
Coftea#2474,Coffey,PROTOSS,53
TheVirus#11725,TheVirus,PROTOSS,1931
Faithless#2245,HierkomtKurt,PROTOSS,250
Kaito#1358,FOXNaDa,TERRAN,3950
tsp3#2592,BaronVonGrif,TERRAN,117
Angst#11287,Panda,ZERG,1721
Kirk#12107,Kirschke,ZERG,5711
supmax#1749,supmax,ZERG,15815
TheJoy#1281,SET,TERRAN,580
Aquanda#1266,Aquanda,ZERG,2050
lllll#11390,llllllllllll,ZERG,609
Drayke#11317,Drayke,TERRAN,3578
Alandalf#1451,Alandalf,PROTOSS,5423
ezeekiel#1957,ezeekiel,PROTOSS,937
Dragonsteam#1651,Dragonsteam,ZERG,2682
Cls#11873,ClsClassiC,TERRAN,15102
BicepBoii#1141,BicepBoii,PROTOSS,237
Prodygy#1846,Prodygy,PROTOSS,4668
Pen#1556,PenSC,TERRAN,6486
KaELAH#1255,SlayerSBoxer,TERRAN,10024
ACID#1523,AciD,ZERG,3825
YHANS#11209,ICY,PROTOSS,2052
Bronzo#11778,Bronzo,PROTOSS,572
novais#1881,Justiceiro,PROTOSS,7800
soulofblack#1515,Milos,ZERG,1526
liuzhaobest#2824,liuzhaobest,TERRAN,851
H1G2S0#1780,MATADORSCII,TERRAN,10598
MaD#1634,MaD,TERRAN,7071
Pancakes#1243,Pancakes,PROTOSS,10492
Chingu#11822,Chingu,TERRAN,130
Samu#2454,Faith,TERRAN,1682
Larvaboy#21132,TossSniper,ZERG,223
Aegyo#11348,Muhan,TERRAN,313
총결점의무사령관#3113,gglol,TERRAN,397
DimondAN#3602,TRREX,ZERG,65
Siliusone#1985,Silius,ZERG,698
EconFocused#1847,EconFocued,ZERG,246
Torkel#1866,Scrap,TERRAN,1982
prometeus#3555,fqwrtewtsdds,TERRAN,254
ГеройГероев#26821,iiiiiiiiiiii,PROTOSS,323
MERCYMAINXD#1168,ayylmao,TERRAN,180
EniGma#13859,EniGma,PROTOSS,783
MagicTurtle#2119910,FruitDealer,ZERG,93
KRisEZ#11729,AMisBESTasha,ZERG,131
RoastBeef#21787,Voltacus,TERRAN,26
Storm#21244,Repent,TERRAN,58
현대물리학#3837,KIMCHI,TERRAN,58
Protoss#21909,IIIIIIIIIIII,PROTOSS,24
Year#4265,llllllllllll,TERRAN,369
BlackStar#23457,BlackStar,PROTOSS,28
Beszt#11795,Beszt,TERRAN,899
Zaugginator#1535,CrimsonChaos,ZERG,19500
Jinn#1480,Jinn,TERRAN,23787
mac97#1743,MAC,TERRAN,1848
불멸자#3110,Nasalhair,TERRAN,1800
Coffee#41962,Megumin,PROTOSS,100
대미륵관심법궁예#31166,llllllllllll,ZERG,370
Sorrow#21233,Sorrow,TERRAN,36
Dom#12267,Dom,TERRAN,8802
BlackRa#1629,Zax,TERRAN,1756
nothenmore#1156,nothenmore,ZERG,2110
Yorudan#1738,Ieyasu,ZERG,7022
RobotWizard#18935,YouUgly,ZERG,7125
CHILL#11940,BornToFeel,ZERG,1309
Lias#1746,Lias,PROTOSS,4582
miwa#11751,llllllllllll,ZERG,704
GGanjOk#1528,GGanJok,TERRAN,5202
Samhezna#1897,HeZNa,TERRAN,12690
CyborG#1955,CyborG,ZERG,6966
yadon#21551,Motorola,TERRAN,60
Ggo#11820,Ggo,PROTOSS,13238
Incantation#1990,Berzerker,PROTOSS,5653
ACDC#11245,BruceLeroy,TERRAN,4935
OTL#6755,llllllllllll,TERRAN,443
Light#1324,Light,ZERG,4715
Stretch#1311,Shahzad,ZERG,14871
Escanor#12569,ESCANOR,PROTOSS,314
Light#1324,Light,ZERG,4715
JacobKipi#1623,JacobKipi,TERRAN,716
ShowsNoMercy#1161,IMBurnin,ZERG,9156
牛牛雪糕#3893,niuniuxuegao,ZERG,116
捷豹#4256,ZyXEL,TERRAN,73
Bronn#1513,Krelian,PROTOSS,7859
SaiST#11276,SaiST,ZERG,713
Boo#4421,Boo,PROTOSS,82
FatGoku#1639,FatGoku,ZERG,9058
Zase#1916,Bear,TERRAN,17462
Futureworld#3961,FutureWorld,ZERG,1082
Lilezz#1953,MeLord,ZERG,4634
Dance#12724,TheDance,ZERG,16932
Pythagoras#11119,Pythagoras,ZERG,8660
Nadir#1947,NosNadir,ZERG,490
moxyproxy#11531,Trevelyan,TERRAN,103
Keris#2268,Wodzionka,ZERG,1242
MogarFNSMASH#11259,MogarFNSMASH,TERRAN,7581
Keris#2268,Keris,ZERG,803
Tatan#21679,Tatan,TERRAN,4317
JRim#1219,auhsoJ,TERRAN,7214
Enkman#2307,Bouseman,PROTOSS,1077
TesteR#1188,TesteR,PROTOSS,9662
IIIIIIIIIIII#1434,IIIIIIIIIIII,PROTOSS,2380
Towlee#11199,Towlee,RANDOM,7861
GOLDuX#1742,GOLD,PROTOSS,1674
RainRise#3406,Minou,TERRAN,1823
Krokus#1667,TylerDurden,TERRAN,4076
핑크돼지#31451,madly,TERRAN,2255
Thunder#2196,ThuNdeR,PROTOSS,22165
candle#1228,Candle,PROTOSS,5554
NorthQuab#1365,northquab,TERRAN,4844
DIRESTRAIT#1618,DIRESTRAIT,ZERG,11276
Hawkusst#1736,Jerry,PROTOSS,13802
Astrea#1347,Astrea,PROTOSS,10216
wam01#1450,wam,ZERG,6771
Eldrid#1860,Eldrid,ZERG,5185
ColWombaT#1274,ColWombaT,ZERG,37787
Zuado#1764,Zuado,ZERG,2011
WindmillMan#21618,WindmillMan,PROTOSS,1451
DarkZero#3494,DarkZero,PROTOSS,5230
PhantomMonst#1723,IIIIIIIIIIII,PROTOSS,3453
ic3#11667,ice,PROTOSS,2860
battleguy#21109,dvicable,ZERG,614
MagicDTX#1766,Life,TERRAN,2935
Ryze#3593,IIIIIIIIIIII,TERRAN,2242
DataMiner#1281,DataMiner,ZERG,12094
Jin1710#1265,GrayWolfLine,TERRAN,3216
Thaniri#1120,Thaniri,TERRAN,8271
AoNe#11811,Naattt,ZERG,706
Balls#12166,Bogwandi,PROTOSS,16272
Illlllllllll#11931,Lily,TERRAN,312
Sata#2874,IIIIIIIIIIII,TERRAN,166
Zeromar#2146,RtrdUnitsUSA,ZERG,1342
TurkeyDano#1821,TurkeyDano,PROTOSS,10765
jhonny#21318,EvilJhonny,TERRAN,817
solanaceae#11368,brujo,PROTOSS,235
baeleaf#11978,SmrtAsianGuy,TERRAN,1464
printf#1109,printf,PROTOSS,12832
Airplaneman#1165,Teletubby,TERRAN,15394
Arterian#11233,BossProtosS,PROTOSS,150
Garok#1497,LoveSierra,TERRAN,557
DriupMatt#1848,ZenioM,TERRAN,13271
Chuckles#11850,BarChode,TERRAN,4107
Absolute#2731,Jason,TERRAN,93
Arterian#11104,aviIncel,PROTOSS,139
Oreo#12702,Noreo,ZERG,3493
Rush#22819,Esprit,ZERG,192
Zulrah#11327,Zulrah,ZERG,1482
Reap#2937,MarinStim,TERRAN,189
OPdream#1997,lastfewdays,PROTOSS,1659
아폴론#31279,llllllllllll,ZERG,457
papopu#1646,caur,PROTOSS,3156
Wubbey#1998,WUBBEYYYYYYY,PROTOSS,4580
LaWeedaLoca#2389,LaWeedaLoca,TERRAN,8641
TheBigOne#2312,llllllllllll,ZERG,174
Zaid#11760,General,TERRAN,9283
Honeybear#1684,Honeybear,ZERG,6186
Sanguine#1475,Sangjin,TERRAN,8668
Mural#1641,Bairdo,ZERG,8073
HuK#11135,Honor,PROTOSS,75
rekto#1154,GAGEX,PROTOSS,1030
Ryu#13179,Cyanine,TERRAN,11364
Jardozer#1731,Fallout,ZERG,460
FourBolt#1896,FourBolt,ZERG,27589
IlIlIlIlIlIl#11654,llllllllllll,ZERG,531
Drunkenboi#1523,Southside,TERRAN,1023
LilChicken#11722,LilChicken,TERRAN,517
Daniel#213125,Daniel,TERRAN,53
FreeToPlay#11586,Insanity,PROTOSS,2128
Maniek#2695,Maniek,PROTOSS,191
KAI#12214,KAI,TERRAN,2562
Beardie#11706,llllllllllll,ZERG,6289
LCMonstR#2462,cryptcKURM,TERRAN,227
IllllIIllIlI#1460,IllIllIllIIl,PROTOSS,210
SacDeFromage#1336,AIphaStar,PROTOSS,343
PaCTom#2938,TOSSBROKEN,ZERG,3626
Morpheus#22389,IIIIIIIIIIII,TERRAN,318
MimeronVexx#1978,Mimeron,PROTOSS,6152
CHiPZ#1389,CHiPZ,ZERG,4459
DarK#26542,DarK,ZERG,27058
Scarlion#21522,AlphaStar,ZERG,1832
WillyStrike#1551,WillyStrike,TERRAN,4476
Marshall#12991,llllllllllll,PROTOSS,6885
SpiriT#1179,OoO,PROTOSS,339
IlIlIlIlIlIl#11914,llllllllllll,ZERG,3410
SuperVietBoi#1631,OuTLaW,TERRAN,9952
Rodzyn#1999,Rodzyn,PROTOSS,1811
SacDeFromage#1336,AIphaStar,PROTOSS,343
Honeybear#1684,Honeybear,ZERG,6186
mutalisk#11338,Hydralisk,ZERG,3787
PengWin#2717,Pingu,ZERG,1056
Shatsy#2296,Sunshine,ZERG,8484
SlickWilly#11789,SlickWilly,TERRAN,1911
Waii#1836,Waii,ZERG,1392
Wonder#11467,IIIIIIIIIIII,TERRAN,3681
Casper#1230,Casper,ZERG,9546
Jobber#1357,NotMikeRoss,ZERG,1509
llllllllllll#1712,Care,TERRAN,10106
Jice#1238,Jice,PROTOSS,2641
IIIIIIllllll#21139,IIIIIIllllll,TERRAN,99
Morpheus#22389,IIIIIIIIIIII,TERRAN,318
Silence#12190,Silence,PROTOSS,525
Duncan#11938,Duncan,TERRAN,3302
Adol#1763,NetMech,TERRAN,20240
ahurry#1100,ahurry,TERRAN,1526
TheGiantNome#1314,CaleneW,ZERG,14999
oCRaM#1856,oCRaM,ZERG,14381
Zither#21967,Mathilda,PROTOSS,2450
Shyguy#1199,LoraX,PROTOSS,16359
Immolator#11978,llllllllllll,TERRAN,823
Noumena#1502,Noumena,TERRAN,7084
GoblinSlayer#11703,llllllllllll,TERRAN,4558
JohnDoe#2951,JohnDoe,ZERG,1329
Pain#1578,Pain,PROTOSS,3241
romelako#1577,llllllllllll,ZERG,7412
tryharder#21674,tryharderbby,TERRAN,366
Ferrari#21204,Ferrari,ZERG,2656
Pippihippy#1892,BamBam,ZERG,11757
Light#24504,Light,PROTOSS,1791
Amacero#2726,Tartan,TERRAN,497
PrintSc#1397,QuaseNada,TERRAN,1278
Barcode741#2364,IIIIIIIIIIII,ZERG,215
llllllllllll#13439,llllllllllll,TERRAN,420
BOOOOOOOOOoM#1231,BOOOOOOOOoSH,ZERG,738
Vin#12842,Vin,ZERG,8788
thrasher#1486,THRASHER,TERRAN,6930
KraxXx#2878,llllllllllll,ZERG,1174
rlb06053#4334,PEG,TERRAN,179
Linkaboutit#1158,Lonosphere,ZERG,8693
Hashishin#1413,Greed,TERRAN,169
CarrierYang#1114,carrierYang,TERRAN,509
RedBalloons#11811,Charm,TERRAN,3172
Naattt#1554,Canthorse,TERRAN,445
ShadowDragon#293616,Angie,ZERG,530
Andresinho#2658,Andrezinho,PROTOSS,3931
Protossnam#1487,Protossnam,PROTOSS,6752
Dragonite#1598,Dragonite,PROTOSS,507
Hawkeye#22199,Yikes,ZERG,148
wallace#12485,scrambles,PROTOSS,1119
Zeak#1956,Zeak,ZERG,559
Lothnam#21136,IIIIIIIIIIII,TERRAN,185
Nox#12796,Nox,TERRAN,13953
NiicDK#21159,NiicDK,TERRAN,689
kiyj#2513,kiyj,ZERG,60
groovyman#1803,Groovyman,TERRAN,12068
